#,Name,Team,G,PA,HR,R,RBI,SB,BB,K,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
182,Rob Refsnyder,BOS,57,177,6,25,21,1,0.085,0.26,0.19,0.394,0.307,0.384,0.497,0.381,146,1.7,10.9,-3.8,1.3
183,Cavan Biggio,TOR,97,303,6,43,24,2,0.125,0.281,0.148,0.275,0.202,0.318,0.35,0.302,97,2.2,1,2,1.3
184,Eric Haase,DET,110,351,14,41,44,0,0.068,0.276,0.189,0.316,0.254,0.305,0.443,0.322,112,-1.5,3.1,-1.7,1.3
185,Kevin Newman,PIT,78,309,2,31,24,8,0.052,0.155,0.097,0.322,0.274,0.316,0.372,0.303,94,3,0.7,1.4,1.3
186,Gary Sanchez,MIN,128,471,16,42,61,2,0.085,0.289,0.172,0.257,0.205,0.282,0.377,0.29,89,-2.6,-8.3,5.7,1.3
187,Tyler O'Neill,STL,96,383,14,56,58,14,0.099,0.269,0.165,0.277,0.228,0.308,0.392,0.307,101,1.4,1.9,-2.5,1.3
188,C.J. Cron,COL,150,632,29,79,102,0,0.068,0.259,0.21,0.307,0.257,0.315,0.468,0.335,101,0.5,1.5,-10.7,1.3
189,Ji-Man Choi,TBR,113,419,11,36,52,0,0.138,0.294,0.154,0.32,0.233,0.341,0.388,0.322,116,-2.7,4.6,-5.9,1.3
190,Evan Longoria,SFG,89,298,14,31,42,0,0.091,0.279,0.207,0.297,0.244,0.315,0.451,0.33,115,-2.3,2.8,-0.8,1.3
191,Joey Wendle,MIA,101,371,3,27,32,12,0.04,0.135,0.101,0.293,0.259,0.297,0.36,0.289,87,0,-5.6,5,1.2
192,Nicky Lopez,KCR,142,480,0,51,20,13,0.06,0.131,0.046,0.265,0.227,0.281,0.273,0.251,57,5.2,-18.2,14.8,1.2
193,Harold Ramirez,TBR,120,435,6,46,58,3,0.044,0.166,0.104,0.35,0.3,0.343,0.404,0.327,119,-2.3,7,-9.3,1.2
194,Edmundo Sosa,---,78,190,2,26,21,6,0.026,0.263,0.142,0.304,0.227,0.275,0.369,0.282,82,2.2,-1.8,7,1.2
195,Alex Verdugo,BOS,152,644,11,75,74,1,0.065,0.134,0.125,0.309,0.28,0.328,0.405,0.319,103,-1.1,0.8,-9.7,1.2
196,Michael Brantley,HOU,64,277,5,28,26,1,0.112,0.108,0.128,0.311,0.288,0.37,0.416,0.345,127,-0.7,7.7,-5,1.2
197,Oneil Cruz,PIT,87,361,17,45,54,10,0.078,0.349,0.218,0.317,0.233,0.294,0.45,0.32,106,2,4.5,-5.1,1.2
198,Miguel Rojas,MIA,140,507,6,34,36,9,0.051,0.12,0.087,0.258,0.236,0.283,0.323,0.268,73,-4,-19.9,14.2,1.2
199,Leody Taveras,TEX,99,341,5,39,34,11,0.062,0.258,0.105,0.344,0.261,0.309,0.366,0.297,93,2.2,-0.6,1.1,1.2
200,Victor Caratini,MIL,96,314,9,26,34,0,0.099,0.213,0.143,0.228,0.199,0.3,0.342,0.289,84,-3.2,-8.9,9.5,1.2
201,Giancarlo Stanton,NYY,110,452,31,53,78,0,0.111,0.303,0.251,0.227,0.211,0.297,0.462,0.327,115,-2.6,4.8,-8.2,1.2
202,Omar Narvaez,MIL,84,296,4,21,23,0,0.098,0.193,0.099,0.248,0.206,0.292,0.305,0.269,71,-0.3,-10.3,11.3,1.1
203,Ozzie Albies,ATL,64,269,8,36,35,3,0.059,0.175,0.162,0.27,0.247,0.294,0.409,0.305,93,1.5,-0.7,2.5,1.1
204,Jose Miranda,MIN,125,483,15,45,66,1,0.058,0.188,0.158,0.307,0.268,0.325,0.426,0.329,117,-4.5,4.6,-9.3,1.1
205,Adam Frazier,SEA,156,602,3,61,42,11,0.076,0.121,0.072,0.268,0.238,0.301,0.311,0.274,81,-0.2,-13.1,4.4,1.1
206,Lane Thomas,WSN,146,548,17,62,52,8,0.075,0.241,0.163,0.291,0.241,0.301,0.404,0.308,96,-0.6,-3,-5.2,1.1
207,Trevor Larnach,MIN,51,180,5,22,18,0,0.1,0.317,0.175,0.32,0.231,0.306,0.406,0.309,102,0.6,1,3.5,1.1
208,Kevin Kiermaier,TBR,63,221,7,28,22,6,0.063,0.276,0.141,0.29,0.228,0.281,0.369,0.286,90,3.2,0.7,2.4,1.1
209,Patrick Wisdom,CHC,134,534,25,67,66,8,0.099,0.343,0.22,0.274,0.207,0.298,0.426,0.316,104,0.6,3,-11.1,1
210,Carlos Santana,---,131,506,19,52,60,0,0.14,0.174,0.174,0.209,0.202,0.316,0.376,0.308,102,1,2,-8.2,1
211,J.D. Martinez,BOS,139,596,16,76,62,0,0.087,0.243,0.174,0.345,0.274,0.341,0.448,0.343,119,-7.3,5.8,-15,1
212,Wil Myers,SDP,77,286,7,29,41,2,0.073,0.301,0.138,0.357,0.261,0.315,0.398,0.311,104,1.2,2.4,-2.3,1
213,Emmanuel Rivera,---,102,359,12,46,40,1,0.064,0.231,0.176,0.275,0.233,0.292,0.409,0.306,95,-0.9,-2.7,0.7,1
214,Jake Fraley,CIN,68,247,12,33,28,4,0.105,0.219,0.208,0.289,0.259,0.344,0.468,0.352,121,1.6,7.6,-6.3,1
215,Lourdes Gurriel Jr.,TOR,121,493,5,52,52,3,0.063,0.168,0.108,0.346,0.291,0.343,0.4,0.327,114,-4.1,3.8,-9.9,1
216,Garrett Mitchell,MIL,28,68,2,9,9,8,0.088,0.412,0.148,0.548,0.311,0.373,0.459,0.365,136,2.2,5.1,2.2,1
217,Adam Duvall,ATL,86,315,12,39,36,0,0.067,0.321,0.188,0.278,0.213,0.276,0.401,0.295,87,2.7,-2.2,1.1,1
218,Jose Iglesias,COL,118,467,3,48,47,2,0.036,0.12,0.089,0.326,0.292,0.328,0.38,0.312,85,-3.3,-11.2,5,1
219,Yoan Moncada,CHW,104,433,12,41,51,2,0.074,0.263,0.141,0.265,0.212,0.273,0.353,0.275,76,1.3,-10.2,5.4,0.9
220,Tomas Nido,NYM,98,313,3,31,28,0,0.045,0.243,0.085,0.314,0.239,0.276,0.324,0.265,74,-7,-16.3,14.8,0.9
221,J.D. Davis,---,115,365,12,46,35,1,0.107,0.334,0.17,0.36,0.248,0.34,0.418,0.333,119,-3.1,5.1,-8.5,0.9
222,David Villar,SFG,52,181,9,21,24,0,0.099,0.32,0.224,0.3,0.231,0.331,0.455,0.344,124,-0.3,4.8,-2,0.9
223,Rodolfo Castro,PIT,71,278,11,25,27,5,0.079,0.266,0.194,0.284,0.233,0.299,0.427,0.315,103,0.3,1.1,-1.7,0.9
224,Ryan Jeffers,MIN,67,236,7,25,27,0,0.097,0.263,0.156,0.259,0.208,0.285,0.363,0.287,87,-1.3,-4.7,5.8,0.9
225,Eli White,TEX,47,117,3,16,10,12,0.094,0.35,0.105,0.29,0.2,0.274,0.305,0.26,67,4.2,-0.2,5.1,0.9
226,Zach McKinstry,---,57,185,5,21,14,7,0.086,0.281,0.163,0.257,0.199,0.273,0.361,0.28,79,3.9,-0.6,2.9,0.9
227,Brandon Lowe,TBR,65,266,8,31,25,1,0.102,0.229,0.162,0.263,0.221,0.308,0.383,0.306,104,2,3.3,-3.2,0.9
228,Ramon Laureano,OAK,94,383,13,49,34,11,0.065,0.272,0.165,0.262,0.211,0.287,0.376,0.294,96,3,1.2,-4.9,0.9
229,Nate Eaton,KCR,44,122,1,16,12,11,0.082,0.246,0.123,0.346,0.264,0.331,0.387,0.313,101,3.1,3.2,1.2,0.9
230,Charles Leblanc,MIA,48,169,4,18,11,4,0.071,0.314,0.141,0.374,0.263,0.32,0.404,0.318,107,1.4,2.8,-0.3,0.9
231,Trey Mancini,---,143,587,18,56,63,0,0.09,0.23,0.152,0.286,0.239,0.319,0.391,0.312,104,-3,-0.5,-10,0.9
232,Jesus Sanchez,MIA,98,343,13,38,36,1,0.076,0.268,0.188,0.258,0.214,0.28,0.403,0.298,93,-1.5,-4.1,0.7,0.9
233,Rowdy Tellez,MIL,153,599,35,67,89,2,0.104,0.202,0.242,0.215,0.219,0.306,0.461,0.327,110,-6.6,0.7,-12.9,0.8
234,Danny Mendick,CHW,31,106,3,22,15,1,0.066,0.217,0.155,0.352,0.289,0.343,0.443,0.344,125,1,4,0.6,0.8
235,Anthony Rendon,LAA,47,193,5,15,24,2,0.119,0.181,0.151,0.258,0.229,0.326,0.38,0.314,103,-0.2,0.4,1.4,0.8
236,Riley Greene,DET,93,418,5,46,42,1,0.086,0.287,0.109,0.354,0.253,0.321,0.362,0.303,98,-0.1,-1.1,-4.3,0.8
237,Keston Hiura,MIL,80,266,14,34,32,5,0.086,0.417,0.222,0.355,0.226,0.316,0.449,0.334,115,0.7,5.3,-6.4,0.8
238,Mitch Haniger,SEA,57,247,11,31,34,0,0.081,0.263,0.183,0.293,0.246,0.308,0.429,0.319,113,-0.9,2.7,-2.8,0.8
239,Ryan McKenna,BAL,105,172,2,23,11,2,0.064,0.32,0.103,0.35,0.237,0.294,0.34,0.279,80,2.7,-1.1,3.3,0.8
240,Sean Bouchard,COL,27,97,3,9,11,0,0.216,0.258,0.203,0.404,0.297,0.454,0.5,0.417,158,0.2,6.6,-2.3,0.8
241,Gunnar Henderson,BAL,34,132,4,12,18,1,0.121,0.258,0.181,0.333,0.259,0.348,0.44,0.343,125,-0.2,3.6,-0.3,0.8
242,Nick Maton,PHI,35,85,5,13,17,0,0.118,0.341,0.264,0.325,0.25,0.341,0.514,0.364,135,0.9,4.3,-0.1,0.7
243,Luke Maile,CLE,76,206,3,19,17,0,0.092,0.262,0.105,0.291,0.221,0.301,0.326,0.281,81,-1.1,-5.4,5.9,0.7
244,Gabriel Moreno,TOR,25,73,1,10,7,0,0.055,0.11,0.058,0.35,0.319,0.356,0.377,0.326,113,-0.3,0.8,3.8,0.7
245,Vaughn Grissom,ATL,41,156,5,24,18,5,0.071,0.218,0.149,0.35,0.291,0.353,0.44,0.345,121,1.9,5.7,-4,0.7
246,Willi Castro,DET,112,392,8,47,31,9,0.038,0.209,0.126,0.288,0.241,0.284,0.367,0.285,86,1.6,-4.7,-0.9,0.7
247,Livan Soto,LAA,18,59,1,9,9,1,0.034,0.22,0.182,0.5,0.4,0.414,0.582,0.424,181,0.6,6,-1,0.7
248,Kyle Isbel,KCR,106,278,5,32,28,9,0.058,0.27,0.129,0.275,0.211,0.264,0.34,0.265,67,-0.8,-11.1,8.9,0.7
249,Rafael Ortega,CHC,118,371,7,35,35,12,0.119,0.199,0.117,0.285,0.241,0.331,0.358,0.305,96,-3.5,-5.2,-0.7,0.7
250,David Fletcher,LAA,61,228,2,20,17,1,0.031,0.07,0.079,0.268,0.255,0.288,0.333,0.275,75,-1.5,-7.9,7.2,0.7
251,Mark Mathias,---,30,91,6,13,20,3,0.099,0.33,0.259,0.304,0.247,0.319,0.506,0.353,132,1.1,4.4,-0.9,0.7
252,Tommy Pham,---,144,622,17,89,63,8,0.09,0.268,0.137,0.304,0.236,0.312,0.374,0.304,89,1.9,-5.7,-8.5,0.7
253,Orlando Arcia,ATL,68,234,9,25,30,0,0.09,0.218,0.172,0.278,0.244,0.316,0.416,0.321,104,-0.1,1,-2.5,0.7
254,Yonathan Daza,COL,113,408,2,56,34,0,0.064,0.142,0.083,0.347,0.301,0.349,0.384,0.323,93,-0.1,-3.2,-4.2,0.7
255,Conner Capel,---,22,59,3,7,11,1,0.085,0.169,0.212,0.317,0.308,0.356,0.519,0.371,149,-0.3,3,1.5,0.7
256,Aristides Aquino,CIN,80,276,10,24,30,2,0.062,0.366,0.166,0.277,0.197,0.246,0.363,0.267,63,1.6,-10.4,7.4,0.7
257,Meibrys Viloria,TEX,26,75,2,10,5,0,0.147,0.387,0.111,0.242,0.159,0.28,0.27,0.256,63,1.6,-1.5,5.4,0.7
258,Alex Call,---,47,131,5,18,13,3,0.115,0.229,0.175,0.278,0.237,0.336,0.412,0.332,113,0.3,2.2,-0.4,0.6
259,Geraldo Perdomo,ARI,148,500,5,58,40,9,0.1,0.206,0.067,0.243,0.195,0.285,0.262,0.253,58,5.4,-18.7,7.9,0.6
260,Joey Bart,SFG,97,291,11,34,25,2,0.089,0.385,0.149,0.326,0.215,0.296,0.364,0.294,90,-1.5,-4.8,1,0.6
261,Aledmys Diaz,HOU,92,327,12,35,38,1,0.055,0.162,0.161,0.256,0.243,0.287,0.403,0.301,96,-3.8,-5.3,0.7,0.6
262,Owen Miller,CLE,130,472,6,53,51,2,0.068,0.197,0.108,0.29,0.243,0.301,0.351,0.287,85,1,-6.9,-2.3,0.6
263,Kris Bryant,COL,42,181,5,28,14,0,0.094,0.149,0.169,0.338,0.306,0.376,0.475,0.37,125,-0.6,4.7,-5,0.6
264,Joey Gallo,---,126,410,19,48,47,3,0.137,0.398,0.197,0.219,0.16,0.28,0.357,0.286,85,0.5,-6.3,-1.3,0.6
265,Mike Brosseau,MIL,70,160,6,15,23,2,0.088,0.3,0.163,0.345,0.255,0.344,0.418,0.338,118,0.8,4.2,-3.9,0.6
266,Yan Gomes,CHC,86,293,8,23,31,2,0.027,0.16,0.13,0.252,0.235,0.26,0.365,0.271,73,-2,-11.2,7,0.6
267,Jonathan Davis,MIL,37,91,0,9,4,7,0.154,0.286,0.013,0.34,0.224,0.344,0.237,0.278,77,1.7,-0.7,3.3,0.6
268,Garrett Stubbs,PHI,50,121,5,19,16,2,0.116,0.248,0.198,0.324,0.264,0.35,0.462,0.355,128,1.5,5.5,-4,0.6
269,Bryan De La Cruz,MIA,115,355,13,38,43,4,0.054,0.254,0.179,0.304,0.252,0.294,0.432,0.313,104,-1.2,0.4,-6.8,0.6
270,Jose Azocar,SDP,98,216,0,24,10,5,0.056,0.204,0.074,0.327,0.257,0.298,0.332,0.278,81,-1.6,-6.3,4.6,0.6
271,Alek Thomas,ARI,113,411,8,45,39,4,0.054,0.18,0.113,0.263,0.231,0.275,0.344,0.272,71,1.8,-11.8,3.5,0.6
272,Tyler Heineman,---,62,174,0,16,9,1,0.046,0.098,0.051,0.243,0.217,0.276,0.268,0.248,57,-1.1,-9.8,9.4,0.6
273,Michael Massey,KCR,52,194,4,16,17,3,0.046,0.237,0.133,0.304,0.243,0.307,0.376,0.302,93,1.4,-0.2,-0.6,0.6
274,Stuart Fairchild,---,46,110,5,14,6,0,0.073,0.309,0.216,0.328,0.247,0.336,0.464,0.35,122,-1.2,1.4,0.3,0.6
275,T.J. Friedl,CIN,72,258,8,33,25,7,0.078,0.155,0.196,0.251,0.24,0.314,0.436,0.323,101,0.9,1.3,-4.5,0.6
276,Jorge Soler,MIA,72,306,13,32,34,0,0.101,0.294,0.193,0.256,0.207,0.295,0.4,0.305,98,-0.8,-1.4,-3.5,0.6
277,Roberto Perez,PIT,21,69,2,8,8,0,0.13,0.362,0.133,0.364,0.233,0.333,0.367,0.315,102,-0.3,-0.1,3.2,0.6
278,Nick Allen,OAK,100,326,4,31,19,3,0.058,0.196,0.084,0.25,0.207,0.256,0.291,0.245,61,0.5,-13.8,8.6,0.5
279,Kerry Carpenter,DET,31,113,6,16,10,0,0.053,0.283,0.233,0.303,0.252,0.31,0.485,0.342,126,-0.1,3.1,-1.7,0.5
280,Odubel Herrera,PHI,62,197,5,23,21,6,0.056,0.213,0.141,0.281,0.238,0.279,0.378,0.287,82,0.8,-3.3,1.6,0.5
281,Nolan Gorman,STL,89,313,14,44,35,1,0.089,0.329,0.194,0.301,0.226,0.3,0.42,0.316,107,-0.1,2.4,-8,0.5
282,Martin Maldonado,HOU,113,379,15,40,45,0,0.058,0.306,0.166,0.228,0.186,0.248,0.352,0.264,70,-3.9,-16.6,9.4,0.5
283,Tom Murphy,SEA,14,42,1,9,1,0,0.19,0.31,0.152,0.474,0.303,0.439,0.455,0.397,168,-0.5,2.8,0.7,0.5
284,Salvador Perez,KCR,114,473,23,48,76,0,0.038,0.23,0.211,0.285,0.254,0.292,0.465,0.324,108,-3.2,1.4,-11.6,0.5
285,Sam Huff,TEX,44,132,4,9,10,1,0.083,0.318,0.132,0.333,0.24,0.303,0.372,0.296,92,0.4,-0.8,1.4,0.5
286,Stone Garrett,ARI,27,84,4,13,10,3,0.036,0.321,0.263,0.37,0.276,0.309,0.539,0.36,131,-0.1,3,-1.1,0.5
287,David Bote,CHC,41,127,4,15,12,1,0.047,0.354,0.172,0.382,0.259,0.315,0.431,0.325,110,-0.2,1.3,-0.8,0.5
288,James Outman,LAD,4,16,1,6,3,0,0.125,0.438,0.385,1,0.462,0.563,0.846,0.584,288,0.6,4.1,0.1,0.5
289,Donovan Solano,CIN,80,304,4,22,24,0,0.063,0.201,0.101,0.349,0.284,0.339,0.385,0.319,98,-2,-2.6,-2.9,0.5
290,Jorge Alfaro,SDP,82,274,7,25,40,1,0.04,0.358,0.137,0.364,0.246,0.285,0.383,0.291,90,0,-3.2,-1.4,0.5
291,Corey Dickerson,STL,97,297,6,28,36,0,0.04,0.162,0.132,0.301,0.267,0.3,0.399,0.303,98,-0.4,-1.2,-4.2,0.5
292,Jake Cave,MIN,54,177,5,17,20,2,0.062,0.277,0.171,0.268,0.213,0.26,0.384,0.278,81,0.9,-3,1.8,0.5
293,Brian Serven,COL,62,205,6,19,16,0,0.063,0.215,0.128,0.232,0.203,0.261,0.332,0.263,52,-0.9,-12.3,9.9,0.5
294,Royce Lewis,MIN,12,41,2,5,5,0,0.024,0.122,0.25,0.303,0.3,0.317,0.55,0.37,146,0.2,2.3,0.8,0.5
295,Jason Vosler,SFG,36,111,4,14,12,1,0.09,0.261,0.204,0.333,0.265,0.342,0.469,0.349,127,-0.3,3.2,-2.6,0.5
296,Jake Marisnick,PIT,31,82,2,9,6,2,0.049,0.293,0.156,0.314,0.234,0.272,0.39,0.283,80,-0.5,-2.3,3.9,0.5
297,Carson Kelly,ARI,104,354,7,40,35,2,0.082,0.201,0.123,0.247,0.211,0.282,0.334,0.275,73,-0.4,-11.4,3.7,0.4
298,Brian Anderson,MIA,98,383,8,43,28,1,0.097,0.264,0.124,0.291,0.222,0.311,0.346,0.293,90,-0.1,-4.5,-4.2,0.4
299,Cesar Hernandez,WSN,147,617,1,64,34,10,0.073,0.185,0.07,0.309,0.248,0.311,0.318,0.283,79,-0.8,-15.9,-0.8,0.4
300,Victor Robles,WSN,132,407,6,42,33,15,0.042,0.256,0.087,0.292,0.224,0.273,0.311,0.26,64,2.8,-14.3,4.8,0.4
301,Curt Casali,---,57,176,5,20,17,0,0.136,0.284,0.128,0.263,0.203,0.318,0.331,0.295,92,0.1,-1.5,-0.3,0.4
302,Oswald Peraza,NYY,18,57,1,8,2,2,0.105,0.158,0.122,0.359,0.306,0.404,0.429,0.371,146,-0.7,2.3,-0.1,0.4
303,Jesse Winker,SEA,136,547,14,51,53,0,0.154,0.188,0.125,0.251,0.219,0.344,0.344,0.313,108,-4.3,1,-14.4,0.4
304,A.J. Pollock,CHW,138,527,14,61,56,3,0.061,0.186,0.143,0.278,0.245,0.292,0.389,0.297,92,-1.5,-6,-6.8,0.4
305,Enrique Hernandez,BOS,93,402,6,48,45,0,0.085,0.177,0.116,0.257,0.222,0.291,0.338,0.28,75,-0.7,-12,3.1,0.4
306,Matt Reynolds,---,93,272,3,31,23,5,0.096,0.287,0.086,0.348,0.246,0.32,0.332,0.293,81,0.3,-5.8,0.5,0.4
307,Darick Hall,PHI,42,142,9,19,16,0,0.035,0.31,0.272,0.301,0.25,0.282,0.522,0.343,120,-0.5,2.8,-3.8,0.4
308,Johan Camargo,PHI,52,166,3,8,15,0,0.078,0.223,0.079,0.295,0.237,0.297,0.316,0.276,74,0.6,-4.3,2.5,0.4
309,Jonathan India,CIN,103,431,10,48,41,3,0.072,0.218,0.13,0.305,0.249,0.327,0.378,0.314,95,-1,-3.5,-7.3,0.4
310,Alan Trejo,COL,35,125,4,15,17,1,0.04,0.248,0.153,0.337,0.271,0.312,0.424,0.321,92,0.1,-1,0.6,0.4
311,Austin Wynns,SFG,66,177,3,14,21,0,0.056,0.215,0.099,0.32,0.259,0.313,0.358,0.298,92,-2.5,-4,1.8,0.4
312,Taylor Trammell,SEA,43,117,4,15,10,2,0.111,0.282,0.206,0.242,0.196,0.284,0.402,0.3,99,-0.5,-0.6,0.5,0.4
313,Rougned Odor,BAL,135,472,13,49,53,6,0.068,0.231,0.15,0.244,0.207,0.275,0.357,0.278,80,1.4,-9.4,-2,0.4
314,James McCann,NYM,61,191,3,19,18,3,0.058,0.241,0.086,0.244,0.195,0.257,0.282,0.243,59,0.3,-8.7,5.8,0.4
315,Drew Waters,KCR,32,109,5,14,18,0,0.11,0.367,0.24,0.353,0.24,0.324,0.479,0.347,125,-0.2,2.9,-2.8,0.4
316,Bubba Thompson,TEX,55,181,1,18,9,18,0.039,0.309,0.047,0.389,0.265,0.302,0.312,0.274,77,3.6,-1.2,-1.1,0.4
317,Nick Ahmed,ARI,17,54,3,7,7,0,0.037,0.278,0.212,0.265,0.231,0.259,0.442,0.302,92,0.1,-0.4,2,0.4
318,Albert Almora Jr.,CIN,64,235,5,26,29,3,0.072,0.196,0.126,0.261,0.223,0.282,0.349,0.279,71,-3,-10.9,6.4,0.4
319,Luke Williams,---,79,136,1,21,6,11,0.066,0.324,0.079,0.354,0.236,0.287,0.315,0.265,71,1.1,-3.5,2.2,0.3
320,Will Brennan,CLE,11,45,1,6,8,2,0.044,0.089,0.143,0.378,0.357,0.4,0.5,0.385,155,0.4,3.2,-1.4,0.3
321,Triston Casas,BOS,27,95,5,11,12,1,0.2,0.242,0.211,0.208,0.197,0.358,0.408,0.344,120,-1.1,1,-0.9,0.3
322,Edward Olivares,KCR,53,174,4,24,15,2,0.057,0.207,0.124,0.344,0.286,0.333,0.41,0.326,110,0.5,2.5,-4.8,0.3
323,Tyler Naquin,---,105,334,11,47,46,4,0.057,0.278,0.194,0.291,0.229,0.282,0.423,0.303,93,2.3,-0.5,-7.7,0.3
324,Luis Gonzalez,SFG,98,350,4,31,36,10,0.086,0.214,0.106,0.316,0.254,0.323,0.36,0.302,95,0.6,-1.3,-7.4,0.3
325,Mitch Garver,TEX,54,215,10,23,24,1,0.107,0.247,0.197,0.228,0.207,0.298,0.404,0.308,101,0.4,0.5,-4.4,0.3
326,Jake Meyers,HOU,52,160,1,13,15,2,0.044,0.338,0.087,0.344,0.227,0.269,0.313,0.258,65,0.6,-5.7,3.6,0.3
327,Andrew McCutchen,MIL,134,580,17,66,69,8,0.098,0.214,0.148,0.278,0.237,0.316,0.384,0.309,98,-4.1,-5.3,-11.3,0.3
328,Dalton Guthrie,PHI,14,28,1,3,5,1,0.214,0.25,0.143,0.462,0.333,0.5,0.476,0.437,184,0.2,3,-1,0.3
329,Eric Hosmer,---,104,419,8,38,44,0,0.088,0.153,0.113,0.304,0.268,0.334,0.382,0.313,104,-5.1,-3,-8.1,0.3
330,Andrew Velazquez,LAA,125,349,9,37,28,17,0.043,0.341,0.109,0.274,0.196,0.236,0.304,0.239,50,4.6,-15.1,6.8,0.3
331,Roman Quinn,---,44,87,0,15,7,4,0.08,0.414,0.089,0.395,0.215,0.287,0.304,0.266,73,0.3,-2.5,2.4,0.3
332,Josh Lowe,TBR,52,198,2,24,13,3,0.076,0.333,0.122,0.336,0.221,0.284,0.343,0.276,83,2.1,-1.7,-2,0.3
333,Jake Burger,CHW,51,183,8,20,26,0,0.055,0.306,0.208,0.324,0.25,0.302,0.458,0.327,113,-1,1.6,-4.9,0.3
334,Raimel Tapia,TOR,128,433,7,47,52,8,0.037,0.187,0.114,0.315,0.265,0.292,0.38,0.293,90,2,-2.7,-8.7,0.3
335,Ji Hwan Bae,PIT,10,37,0,5,6,3,0.054,0.162,0.091,0.407,0.333,0.405,0.424,0.37,139,1,2.6,-1.6,0.2
336,LaMonte Wade Jr.,SFG,77,251,8,29,26,1,0.104,0.203,0.152,0.233,0.207,0.305,0.359,0.298,93,0.8,-1.4,-4.8,0.2
337,Joe Dunand,MIA,3,11,1,2,1,0,0,0.273,0.4,0.333,0.3,0.364,0.7,0.449,197,0.1,1.3,0.5,0.2
338,Luis Barrera,OAK,32,85,1,3,7,3,0.071,0.2,0.104,0.283,0.234,0.294,0.338,0.28,86,-0.8,-2.1,1.6,0.2
339,Ryan Kreidler,DET,26,84,1,8,6,0,0.071,0.262,0.055,0.231,0.178,0.244,0.233,0.218,38,0.7,-5.1,4.6,0.2
340,Greg Allen,PIT,46,134,2,17,8,8,0.075,0.313,0.085,0.267,0.186,0.26,0.271,0.242,52,2.7,-4.8,2.4,0.2
341,Esteban Quiroz,CHC,14,47,0,3,3,1,0.085,0.191,0,0.355,0.275,0.37,0.275,0.303,95,0.2,-0.1,0.5,0.2
342,Derek Hill,DET,31,92,1,8,3,3,0.054,0.304,0.06,0.327,0.229,0.27,0.289,0.249,60,0.8,-3.3,2.4,0.2
343,Chadwick Tromp,ATL,1,4,0,0,3,0,0,0,0.5,0.75,0.75,0.75,1.25,0.852,467,0,1.7,0,0.2
344,Elehuris Montero,COL,53,185,6,21,20,0,0.043,0.324,0.199,0.318,0.233,0.27,0.432,0.303,79,0.3,-4.2,-0.2,0.2
345,Jason Delay,PIT,57,167,1,17,11,0,0.054,0.299,0.058,0.308,0.213,0.265,0.271,0.243,53,-1.8,-11,7.3,0.2
346,Mauricio Dubon,---,104,265,5,31,24,2,0.049,0.113,0.099,0.221,0.214,0.252,0.313,0.248,58,-0.8,-13.2,6.6,0.2
347,Skye Bolt,OAK,42,116,4,10,13,5,0.06,0.259,0.132,0.233,0.198,0.259,0.33,0.261,73,1.1,-2.5,0.6,0.2
348,Francisco Mejia,TBR,93,299,6,32,31,0,0.023,0.217,0.138,0.292,0.242,0.264,0.381,0.279,85,-2.4,-7.4,-0.3,0.2
349,Luke Voit,---,135,568,22,55,69,1,0.097,0.315,0.176,0.298,0.226,0.308,0.402,0.311,102,-6.2,-5,-12.4,0.2
350,Christian Arroyo,BOS,87,300,6,32,36,5,0.043,0.163,0.129,0.326,0.286,0.322,0.414,0.319,102,-3.2,-2.4,-5.3,0.2
351,Jordan Luplow,ARI,83,234,11,26,28,5,0.107,0.256,0.185,0.185,0.176,0.274,0.361,0.281,78,0.3,-5.8,-0.3,0.2
352,Dermis Garcia,OAK,39,125,5,13,20,0,0.064,0.44,0.181,0.339,0.207,0.264,0.388,0.285,90,-0.2,-1.7,-0.6,0.2
353,David Hensley,HOU,16,34,1,7,5,0,0.147,0.176,0.241,0.409,0.345,0.441,0.586,0.44,194,-1.1,2.4,-1.8,0.2
354,Nick Madrigal,CHC,59,228,0,19,7,3,0.061,0.118,0.033,0.286,0.249,0.305,0.282,0.267,70,-0.4,-8.2,2.2,0.2
355,Ben DeLuzio,STL,22,25,0,3,0,0,0.12,0.2,0.05,0.2,0.15,0.292,0.2,0.242,56,0.1,-1.2,2,0.2
356,Austin Nola,SDP,110,397,4,40,40,2,0.086,0.151,0.078,0.284,0.251,0.321,0.329,0.29,89,-0.8,-5.9,-5.8,0.2
357,Kyle Stowers,BAL,34,98,3,11,11,0,0.051,0.296,0.165,0.339,0.253,0.306,0.418,0.316,107,-0.9,-0.2,-1.3,0.2
358,Kyle Garlick,MIN,66,162,9,23,18,0,0.049,0.296,0.2,0.277,0.233,0.284,0.433,0.311,104,1.1,1.8,-5.4,0.2
359,Nolan Jones,CLE,28,94,2,10,13,0,0.085,0.33,0.128,0.358,0.244,0.309,0.372,0.297,93,-0.8,-1.6,0.2,0.2
360,Gavin Sheets,CHW,124,410,15,34,53,0,0.066,0.21,0.17,0.272,0.241,0.295,0.411,0.308,100,-2.6,-2.7,-8.8,0.2
361,Monte Harrison,LAA,9,14,1,5,3,1,0.143,0.571,0.273,0.5,0.182,0.357,0.455,0.361,136,0.5,1,0,0.2
362,Nomar Mazara,SDP,55,171,2,16,18,0,0.058,0.234,0.088,0.342,0.264,0.316,0.352,0.297,94,0,-1.1,-3.1,0.2
